86	1	a	*babysitting 3 kids*  people:”how old do you think she is?” “she has three kids”  me:*dont get mad. don’t get mad. they don’t know. they don’t know*
87	1	a	@USER well...? URL
88	0	a	WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL
89	1	a	"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable."""
90	1	a	@USER @USER Try looking for plain old democrats.  The liberals are the ones which you can’t have a conversation with.
91	1	a	@USER Great news! Old moonbeam Just went into a coma! 😂
92	1	a	@USER OMG HE IS SO EXTRA ILY
93	0	a	@USER @USER @USER Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!
94	1	a	@USER @USER Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.
95	1	a	@USER I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day!
96	1	a	@USER @USER Guy you are always present...bet why? Lol
97	1	a	@USER @USER what a baby! URL
98	1	a	@USER you are very persuasive fam
99	1	a	@USER THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER.... URL
100	1	a	@USER Burt. A cool dude.
101	1	a	#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.
102	1	a	@USER thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy
103	1	a	@USER Kind of like what trump does all the time huh?
104	1	a	@USER Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.
105	0	a	@USER Fuck em
106	0	a	@USER Good move....he is the big loser
107	1	a	@USER Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce
108	1	a	@USER @USER @USER @USER For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice. He won’t be at the next election.
109	1	a	@USER The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.
110	0	a	"@USER it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""
111	0	a	@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.
112	1	a	@USER she is idk what's going on
113	1	a	@USER @USER Yall need to chill he is having a really abysmal 2nd half. Rizzo had an abysmal 1st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime. URL
114	1	a	@USER Dude you are old!!! Lmao. PS: Go Pack Go!!!
115	1	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party.
116	1	a	@USER The laughs I’ve gotten from you are enough. 😌
117	1	a	@USER @USER @USER well?
118	1	a	@USER @USER @USER First of all— they don’t even have pizza at Panera
119	0	a	@USER @USER @USER please don't kill me. antifa on the other hand...
120	1	a	@USER Did you see Shanahan say Spoon was not 100% healthy this game? Obviously no excuses if you’re out there BUT maybe it’s not the “all is doom” sort of thing it seemed during the game. Maybe he is still pretty good.
121	1	a	@USER Good girl @USER
122	0	a	@USER @USER She is an ugly black hearted troll URL
123	1	a	@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.
124	0	a	@USER Dont believe the hype.
125	1	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all new - MAGA.  Please follow back.
126	1	a	#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL
127	1	a	"@USER Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity."""""
128	0	a	@USER @USER We have been saved from you! MAGA!
129	1	a	@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.
130	1	a	@USER Good riddance.
131	1	a	@USER She is a goddess
132	1	a	"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""
133	0	a	"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""
134	1	a	@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!
135	0	a	@USER This all I get 😢 damn these haters deleting you IG for no reason... URL
136	1	a	@USER Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us?
137	1	a	@USER    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.
138	1	a	@USER @USER @USER Why can't liberals read??????  READ it AGAIN URL
139	0	a	@USER SJSHSJ THATS MY JOB BITCH
140	1	a	@USER Do they discuss Haiti?
141	0	a	@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat
142	1	a	@USER He is very skilled😂😂
143	1	a	@USER You are amazing 💛💛💛
144	1	a	@USER Fist pump was for the troops.
145	0	a	"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"""
146	0	a	@USER Let the leftist democrats riot in the streets with their antifa counterparts.
147	1	a	@USER I thought Canada had strict gun control.  Help me understand what is happening.
148	1	a	@USER They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias
149	1	a	@USER He is doing life tho😑
150	1	a	@USER It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP
151	0	a	@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.
152	1	a	@USER @USER @USER Have you seen or listened to your ANTIFA pals?
153	1	a	@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.
154	1	a	@USER Your titles scare me a little bit. ;-)
155	1	a	@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck
156	1	a	@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli
157	1	a	@USER And who seems to be getting things done.
158	1	a	I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2)
159	0	a	@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!
160	1	a	@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.
161	0	a	@USER This game sucks donkey balls
162	1	a	@USER Yo for real you are gorgeous
163	0	a	@USER Absolutely should be a nail in the coffin.... for Hilliary
164	1	a	@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄
165	1	a	@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.
166	1	a	@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.
167	1	a	@USER @USER Doesn't he partly fund Antifa?
168	0	a	@USER He is a DUMBASS !!!!!
169	0	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL
170	0	a	@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL
171	1	a	@USER @USER O.K. Conservatives get to the polls. Vote red.
172	0	a	@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail
173	1	a	"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot"""
174	1	a	@USER Any doubt that @USER have officially become The National Socialist American Workers Party is gone. With ppl like those on @USER and @USER acting as Der Sturmer and #Antifa as their Einsatzgruppen/Waffen SS detachment.
175	0	a	@USER Oh my Carmen. He is SO FRICKING CUTE
176	0	a	@USER Chelsea is as crazy as her mother
177	1	a	@USER It's time the #Conservatives #binnedBoris and sent 'lyin Lynton back to Australia.
178	1	a	@USER @USER @USER The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.
179	1	a	"@USER   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! URL"
180	1	a	@USER @USER you are awesome! Thank you. You give humanity hope!
181	1	a	@USER GOOBER
182	1	a	@USER Another uninformed
183	1	a	@USER I forgot he is their foster child!
184	0	a	"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP"""
185	1	a	@USER No fucking way he said this!
186	1	a	@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.
187	1	a	@USER I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support.
188	0	a	@USER @USER California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!
189	1	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER or where 25 Oct 2005 Brazil citizens overwhelming voted “No” on the government implementing strict gun control by a factor of 63.9%  And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense
190	1	a	"...If we claim to be without sin, we deceive ourselves and the truth is not in us. If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 John 1:5-9)"""
191	0	a	@USER @USER And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  🤨  Our wonderful media has to hype incidents that fits their agenda.
192	0	a	@USER Yes do hurt your selves gun control freaks.
193	1	a	@USER @USER @USER @USER @USER You get more like this guy with every hysterical tweet URL
194	1	a	@USER He always shows dedication at what he does no wonder he is the best URL
195	0	a	@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss
196	0	a	@USER the owner of my culo
197	0	a	Now she scarred herself for life lol #MAGA URL
198	0	a	@USER you fucking -
199	0	a	Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA  @USER  #WeakRinos #Republicans
200	1	a	@USER Reagan also signed the first gun control bill as governor of CA
201	1	a	@USER Awe Hogwash do we really need you to overstate the obvious?
202	1	a	30+ years as a JUDGE...6 Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals??? URL
203	0	a	I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA
204	1	a	"(1) This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others.  (2) I'm waiting for gun control advocates to add this to their list of school shootings.""  (3) Who buys .22 caliber handguns? Why? URL"
205	0	a	@USER @USER Leftists showing yet again how vile they can be
206	0	a	@USER He is a drunk crazy man.
207	1	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! #MAGA 🇺🇸😀💕🇺🇸 DEAN !  @USER URL
208	1	a	@USER Please shut up Ontario is seeing what conservatives stand for @USER is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike.
209	1	a	@USER You are not alone. I was sexually assaulted by a fellow law student in 1978. I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake.
210	1	a	@USER But Liberals do.
211	1	a	@USER Another terrorist attack not reported by msm
212	1	a	@USER dont know who you are so imma just URL
213	0	a	@USER All that money hadn't made u smarter.
214	1	a	@USER Yes!! He is from Gilmer!! It makes me laugh so much!
215	1	a	@USER U both r my lifeline❤🙏😂 @USER
216	1	a	@USER Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it!
217	0	a	@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉
218	1	a	@USER @USER Unfortunately you're right. Keep it real.  SHE is the assault weapon!
219	1	a	@USER She is Real Rocky 🔥🔥🔥 Oh My God !!
220	1	a	@USER Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better.
221	1	a	@USER “Yeah we got everything sorted that needed to be sorted” she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn’t profile her
222	0	a	@USER By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !
223	1	a	@USER Yes she is
224	1	a	@USER @USER @USER He tried this before and it went nowhere. He's 100% pro gun control. Done.
225	1	a	@USER @USER @USER @USER @USER He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.
226	1	a	"@USER @USER Aha yes, I see that. The individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."""
227	1	a	@USER @USER Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol
228	1	a	@USER And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.
229	0	a	Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL
230	1	a	@USER You have no plan for the environment. Even conservatives should be able to understand that you have to be able to live on the planet to make money there.
231	1	a	@USER @USER This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.
232	0	a	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""."""
233	1	a	@USER @USER SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . URL
234	0	a	#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL
235	0	a	@USER @USER Truly has got to be the most idiotic thing I've ever seen.
236	1	a	@USER @USER Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about
237	0	a	@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.
238	1	a	@USER @USER Poor baby.
239	1	a	@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL
240	0	a	@USER @USER Liberals ruin everything!
241	1	a	"@USER @USER @USER And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""""
242	1	a	@USER Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s  part of Antifa! ????!
243	0	a	@USER That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.
244	0	a	@USER @USER You look happy .MAGA
245	1	a	@USER @USER @USER Trump proposes racial profiling as a tactic 'to start thinking about' URL
246	1	a	@USER Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! URL
247	1	a	@USER @USER @USER There all gone tho and Inputed them from bottom to top with the first 20seconds of your tweet ! You good 1 Tmart 👍🏻
248	1	a	"@USER @USER Exactly. He is on record basically saying the President is above the law."" It should be noted that the #gop is fine with this. Rudy has his own issues. URL"
249	1	a	#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via @USER
250	0	a	@USER Yet she is fat herself.
251	1	a	@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER
252	1	a	@USER @USER You don’t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.
253	1	a	..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.
254	1	a	@USER @USER Y’all are the best
255	0	a	@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL
256	1	a	@USER Indeed he is.
257	1	a	@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅)
258	1	a	@USER Yep Antifa are literally Hitler.
